match_id,match_date,bowler,balls_bowled,runs_conceded,wickets_taken,overs_bowled,balls_last_7_days,balls_last_14_days,matches_last_7_days,matches_last_14_days,days_since_last_match,back_to_back_match,short_recovery_flag,overs_last_7_days,overs_last_14_days,fatigue_signal_score,high_recent_workload_flag,high_match_density_flag,high_fatigue_flag,injury_proxy_event
1128818,2018-02-22,Hammad Azam,19,34,0,3.17,0,0,0,0,745.0,0,0,0.0,0.0,0.0,False,False,False,0
1211668,2020-03-13,Hammad Azam,6,11,0,1.0,0,0,0,0,750.0,0,0,0.0,0.0,0.0,False,False,False,0
1247040,2021-06-19,Hammad Azam,6,8,0,1.0,0,0,0,0,463.0,0,0,0.0,0.0,0.0,False,False,False,0
1168820,2019-02-14,Haris Rauf,14,18,0,2.33,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1168824,2019-02-16,Haris Rauf,24,23,0,4.0,14,14,1,1,2.0,0,1,2.33,2.33,8.16,False,False,False,0
1168826,2019-02-17,Haris Rauf,20,25,0,3.33,38,38,2,2,1.0,1,1,6.33,6.33,20.66,False,False,True,0
1168829,2019-02-22,Haris Rauf,26,35,0,4.33,44,58,2,3,5.0,0,0,7.33,9.67,19.16,False,True,True,0
1168831,2019-02-23,Haris Rauf,25,25,0,4.17,70,84,3,4,1.0,1,1,11.67,14.0,34.34,True,True,True,0
1168836,2019-02-27,Haris Rauf,27,23,0,4.5,51,109,2,5,4.0,0,0,8.5,18.17,24.5,True,True,True,0
1168839,2019-02-28,Haris Rauf,24,23,0,4.0,78,136,3,6,1.0,1,1,13.0,22.67,40.0,True,True,True,0
1168844,2019-03-05,Haris Rauf,24,28,0,4.0,51,102,2,4,5.0,0,0,8.5,17.0,23.0,True,True,True,0
1168847,2019-03-09,Haris Rauf,25,40,0,4.17,24,100,1,4,4.0,0,0,4.0,16.67,14.0,False,True,True,0
1168849,2019-03-11,Haris Rauf,18,30,0,3.0,49,100,2,4,2.0,0,1,8.17,16.67,24.34,True,True,True,1
1211644,2020-02-21,Haris Rauf,26,44,0,4.33,0,0,0,0,347.0,0,0,0.0,0.0,0.0,False,False,False,0
1211648,2020-02-23,Haris Rauf,26,43,0,4.33,26,26,1,1,2.0,0,1,4.33,4.33,12.16,False,False,True,0
1211665,2020-03-10,Haris Rauf,26,39,0,4.33,0,0,0,0,16.0,0,0,0.0,0.0,0.0,False,False,False,0
1211667,2020-03-12,Haris Rauf,18,25,0,3.0,26,26,1,1,2.0,0,1,4.33,4.33,12.16,False,False,True,0
1211670,2020-03-15,Haris Rauf,20,50,0,3.33,44,44,2,2,3.0,0,0,7.33,7.33,17.66,False,False,True,0
1211673,2020-11-14,Haris Rauf,25,48,0,4.17,0,0,0,0,244.0,0,0,0.0,0.0,0.0,False,False,False,0
1211675,2020-11-15,Haris Rauf,25,30,0,4.17,25,25,1,1,1.0,1,1,4.17,4.17,14.84,False,False,True,0
1231146,2020-11-17,Haris Rauf,25,32,0,4.17,50,50,2,2,2.0,0,1,8.33,8.33,21.66,True,False,True,1
1247014,2021-02-22,Haris Rauf,27,43,0,4.5,0,0,0,0,97.0,0,0,0.0,0.0,0.0,False,False,False,0
1247017,2021-02-26,Haris Rauf,23,41,0,3.83,27,27,1,1,4.0,0,0,4.5,4.5,10.5,False,False,True,0
1247021,2021-02-28,Haris Rauf,24,32,0,4.0,50,50,2,2,2.0,0,1,8.33,8.33,21.66,True,False,True,1
1247027,2021-06-09,Haris Rauf,24,29,0,4.0,0,0,0,0,101.0,0,0,0.0,0.0,0.0,False,False,False,0
1247026,2021-06-10,Haris Rauf,24,38,0,4.0,24,24,1,1,1.0,1,1,4.0,4.0,14.5,False,False,True,0
1247029,2021-06-13,Haris Rauf,25,31,0,4.17,48,48,2,2,3.0,0,0,8.0,8.0,19.0,True,False,True,0
1247033,2021-06-15,Haris Rauf,24,47,0,4.0,73,73,3,3,2.0,0,1,12.17,12.17,30.84,True,True,True,0
1247037,2021-06-17,Haris Rauf,25,42,0,4.17,73,97,3,4,2.0,0,1,12.17,16.17,32.34,True,True,True,0
1247038,2021-06-18,Haris Rauf,25,55,0,4.17,74,122,3,5,1.0,1,1,12.33,20.33,37.16,True,True,True,1
1293002,2022-01-29,Haris Rauf,24,46,0,4.0,0,0,0,0,225.0,0,0,0.0,0.0,0.0,False,False,False,0
1293005,2022-01-30,Haris Rauf,24,39,0,4.0,24,24,1,1,1.0,1,1,4.0,4.0,14.5,False,False,True,0
1293008,2022-02-02,Haris Rauf,24,37,0,4.0,48,48,2,2,3.0,0,0,8.0,8.0,19.0,True,False,True,0
1293011,2022-02-05,Haris Rauf,24,42,0,4.0,72,72,3,3,3.0,0,0,12.0,12.0,28.5,True,True,True,0
1293014,2022-02-07,Haris Rauf,24,48,0,4.0,48,96,2,4,2.0,0,1,8.0,16.0,24.0,True,True,True,0
1293016,2022-02-11,Haris Rauf,24,20,0,4.0,48,120,2,5,4.0,0,0,8.0,20.0,23.5,True,True,True,0
1293019,2022-02-13,Haris Rauf,26,38,0,4.33,48,120,2,5,2.0,0,1,8.0,20.0,25.5,True,True,True,0
1293025,2022-02-18,Haris Rauf,25,43,0,4.17,50,98,2,4,5.0,0,0,8.33,16.33,22.66,True,True,True,0
1293026,2022-02-19,Haris Rauf,25,34,0,4.17,51,123,2,5,1.0,1,1,8.5,20.5,29.5,True,True,True,0
1293029,2022-02-21,Haris Rauf,25,37,0,4.17,50,124,2,5,2.0,0,1,8.33,20.67,26.16,True,True,True,0
1293030,2022-02-23,Haris Rauf,24,37,0,4.0,75,125,3,5,2.0,0,1,12.5,20.83,34.5,True,True,True,0
1293032,2022-02-25,Haris Rauf,25,31,0,4.17,99,149,4,6,2.0,0,1,16.5,24.83,44.0,True,True,True,0
1293033,2022-02-27,Haris Rauf,25,34,0,4.17,74,150,3,6,2.0,0,1,12.33,25.0,35.66,True,True,True,1
1354924,2023-02-13,Haris Rauf,26,38,0,4.33,0,0,0,0,351.0,0,0,0.0,0.0,0.0,False,False,False,0
1354931,2023-02-19,Haris Rauf,25,36,0,4.17,26,26,1,1,6.0,0,0,4.33,4.33,10.16,False,False,True,0
1354933,2023-02-21,Haris Rauf,18,43,0,3.0,25,51,1,2,2.0,0,1,4.17,8.5,13.34,False,False,True,0
1354938,2023-02-26,Haris Rauf,25,39,0,4.17,43,69,2,3,5.0,0,0,7.17,11.5,18.84,False,True,True,0
1354939,2023-02-27,Haris Rauf,13,15,0,2.17,43,94,2,4,1.0,1,1,7.17,15.67,25.34,False,True,True,0
1354941,2023-03-02,Haris Rauf,25,22,0,4.17,38,81,2,4,3.0,0,0,6.33,13.5,18.66,False,True,True,0
1354943,2023-03-04,Haris Rauf,24,32,0,4.0,63,106,3,5,2.0,0,1,10.5,17.67,30.5,True,True,True,0
1354946,2023-03-07,Haris Rauf,24,37,0,4.0,49,105,2,5,3.0,0,0,8.17,17.5,23.84,True,True,True,0
1354949,2023-03-09,Haris Rauf,13,16,0,2.17,73,111,3,5,2.0,0,1,12.17,18.5,33.84,True,True,True,0
1354953,2023-03-12,Haris Rauf,26,52,0,4.33,37,124,2,6,3.0,0,0,6.17,20.67,21.34,False,True,True,0
1354954,2023-03-15,Haris Rauf,25,35,0,4.17,39,112,2,5,3.0,0,0,6.5,18.67,20.5,False,True,True,0
1354956,2023-03-17,Haris Rauf,24,31,0,4.0,51,112,2,5,2.0,0,1,8.5,18.67,26.5,True,True,True,0
1354957,2023-03-18,Haris Rauf,26,49,0,4.33,75,136,3,6,1.0,1,1,12.5,22.67,39.0,True,True,True,1
1416472,2024-02-17,Haris Rauf,18,38,0,3.0,0,0,0,0,336.0,0,0,0.0,0.0,0.0,False,False,False,0
1416475,2024-02-19,Haris Rauf,27,47,0,4.5,18,18,1,1,2.0,0,1,3.0,3.0,9.5,False,False,False,0
1416478,2024-02-21,Haris Rauf,20,26,0,3.33,45,45,2,2,2.0,0,1,7.5,7.5,20.0,False,False,True,0
1416481,2024-02-24,Haris Rauf,25,27,0,4.17,65,65,3,3,3.0,0,0,10.83,10.83,26.16,True,True,True,1
1475238,2025-04-11,Haris Rauf,26,34,0,4.33,0,0,0,0,412.0,0,0,0.0,0.0,0.0,False,False,False,0
1475241,2025-04-13,Haris Rauf,19,35,0,3.17,26,26,1,1,2.0,0,1,4.33,4.33,12.16,False,False,True,0
1475243,2025-04-15,Haris Rauf,24,23,0,4.0,45,45,2,2,2.0,0,1,7.5,7.5,20.0,False,False,True,0
1475249,2025-04-22,Haris Rauf,18,54,0,3.0,24,69,1,3,7.0,0,0,4.0,11.5,12.5,False,True,True,0
1475251,2025-04-24,Haris Rauf,22,39,0,3.67,18,87,1,4,2.0,0,1,3.0,14.5,14.0,False,True,True,0
1475253,2025-04-26,Haris Rauf,26,47,0,4.33,40,83,2,4,2.0,0,1,6.67,13.83,21.34,False,True,True,0
1475256,2025-04-30,Haris Rauf,24,31,0,4.0,48,66,2,3,4.0,0,0,8.0,11.0,20.5,True,True,True,0
1475261,2025-05-04,Haris Rauf,19,42,0,3.17,24,90,1,4,4.0,0,0,4.0,15.0,14.0,False,True,True,0
1475266,2025-05-18,Haris Rauf,18,35,0,3.0,0,19,0,1,14.0,0,0,0.0,3.17,1.5,False,False,False,0
1475269,2025-05-22,Haris Rauf,26,37,0,4.33,18,18,1,1,4.0,0,0,3.0,3.0,7.5,False,False,False,0
1475270,2025-05-23,Haris Rauf,21,26,0,3.5,44,44,2,2,1.0,1,1,7.33,7.33,22.66,False,False,True,0
1475271,2025-05-25,Haris Rauf,26,41,0,4.33,65,65,3,3,2.0,0,1,10.83,10.83,28.16,True,True,True,1
1527552,2026-03-26,Haris Rauf,24,23,0,4.0,0,0,0,0,305.0,0,0,0.0,0.0,0.0,False,False,False,0
1527557,2026-03-29,Haris Rauf,22,46,0,3.67,24,24,1,1,3.0,0,0,4.0,4.0,9.5,False,False,False,0
1527562,2026-04-03,Haris Rauf,16,27,0,2.67,22,46,1,2,5.0,0,0,3.67,7.67,10.34,False,False,True,0
1527567,2026-04-09,Haris Rauf,7,11,0,1.17,16,62,1,3,6.0,0,0,2.67,10.33,9.84,False,True,False,0
959211,2016-02-17,Hasan Ali,24,27,0,4.0,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
959215,2016-02-19,Hasan Ali,18,13,0,3.0,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
959219,2016-02-21,Hasan Ali,25,37,0,4.17,42,42,2,2,2.0,0,1,7.0,7.0,19.0,False,False,True,0
1075986,2017-02-09,Hasan Ali,25,33,0,4.17,0,0,0,0,354.0,0,0,0.0,0.0,0.0,False,False,False,0
1075988,2017-02-10,Hasan Ali,18,27,0,3.0,25,25,1,1,1.0,1,1,4.17,4.17,14.84,False,False,True,0
1075991,2017-02-12,Hasan Ali,19,23,0,3.17,43,43,2,2,2.0,0,1,7.17,7.17,19.34,False,False,True,0
1075997,2017-02-18,Hasan Ali,24,17,0,4.0,19,62,1,3,6.0,0,0,3.17,10.33,10.84,False,True,True,0
1075998,2017-02-19,Hasan Ali,18,33,0,3.0,43,86,2,4,1.0,1,1,7.17,14.33,25.34,False,True,True,0
1076001,2017-02-24,Hasan Ali,24,32,0,4.0,42,79,2,4,5.0,0,0,7.0,13.17,20.0,False,True,True,0
1076004,2017-02-25,Hasan Ali,24,22,0,4.0,66,85,3,4,1.0,1,1,11.0,14.17,33.0,True,True,True,0
1076006,2017-02-28,Hasan Ali,24,41,0,4.0,48,90,2,4,3.0,0,0,8.0,15.0,22.0,True,True,True,0
1076008,2017-03-03,Hasan Ali,25,21,0,4.17,72,114,3,5,3.0,0,0,12.0,19.0,31.5,True,True,True,0
1076009,2017-03-05,Hasan Ali,21,13,0,3.5,49,115,2,5,2.0,0,1,8.17,19.17,25.84,True,True,True,1
1128831,2018-03-03,Hasan Ali,23,22,0,3.83,0,0,0,0,363.0,0,0,0.0,0.0,0.0,False,False,False,0
1128833,2018-03-06,Hasan Ali,25,43,0,4.17,23,23,1,1,3.0,0,0,3.83,3.83,9.16,False,False,False,0
1128838,2018-03-09,Hasan Ali,24,39,0,4.0,48,48,2,2,3.0,0,0,8.0,8.0,19.0,True,False,True,0
1128840,2018-03-10,Hasan Ali,24,25,0,4.0,72,72,3,3,1.0,1,1,12.0,12.0,33.5,True,True,True,0
1128844,2018-03-15,Hasan Ali,24,22,0,4.0,48,96,2,4,5.0,0,0,8.0,16.0,22.0,True,True,True,0
1128846,2018-03-16,Hasan Ali,24,24,0,4.0,72,120,3,5,1.0,1,1,12.0,20.0,36.5,True,True,True,0
1128849,2018-03-20,Hasan Ali,25,22,0,4.17,48,121,2,5,4.0,0,0,8.0,20.17,23.5,True,True,True,0
1128850,2018-03-21,Hasan Ali,24,41,0,4.0,73,121,3,5,1.0,1,1,12.17,20.17,36.84,True,True,True,0
1128851,2018-03-25,Hasan Ali,26,53,0,4.33,49,97,2,4,4.0,0,0,8.17,16.17,22.34,True,True,True,1
1168822,2019-02-15,Hasan Ali,24,30,0,4.0,0,0,0,0,327.0,0,0,0.0,0.0,0.0,False,False,False,0
1168826,2019-02-17,Hasan Ali,24,16,0,4.0,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
1168828,2019-02-21,Hasan Ali,25,16,0,4.17,48,48,2,2,4.0,0,0,8.0,8.0,19.0,True,False,True,0
1168830,2019-02-22,Hasan Ali,24,31,0,4.0,73,73,3,3,1.0,1,1,12.17,12.17,33.84,True,True,True,0
1168833,2019-02-24,Hasan Ali,24,19,0,4.0,73,97,3,4,2.0,0,1,12.17,16.17,32.34,True,True,True,0
1168838,2019-02-28,Hasan Ali,26,42,0,4.33,73,121,3,5,4.0,0,0,12.17,20.17,31.84,True,True,True,0
1168840,2019-03-01,Hasan Ali,24,25,0,4.0,74,147,3,6,1.0,1,1,12.33,24.5,38.66,True,True,True,0
1168842,2019-03-04,Hasan Ali,18,24,0,3.0,50,123,2,5,3.0,0,0,8.33,20.5,24.16,True,True,True,0
1168844,2019-03-05,Hasan Ali,24,34,0,4.0,68,141,3,6,1.0,1,1,11.33,23.5,36.66,True,True,True,0
1168846,2019-03-11,Hasan Ali,20,19,0,3.33,42,92,2,4,6.0,0,0,7.0,15.33,20.0,False,True,True,0
1168851,2019-03-13,Hasan Ali,25,39,0,4.17,20,112,1,5,2.0,0,1,3.33,18.67,16.16,False,True,True,0
1168852,2019-03-15,Hasan Ali,24,29,0,4.0,45,111,2,5,2.0,0,1,7.5,18.5,24.5,False,True,True,0
1168853,2019-03-17,Hasan Ali,24,29,0,4.0,69,111,3,5,2.0,0,1,11.5,18.5,32.5,True,True,True,1
1211643,2020-02-21,Hasan Ali,24,53,0,4.0,0,0,0,0,341.0,0,0,0.0,0.0,0.0,False,False,False,0
1211645,2020-02-22,Hasan Ali,24,24,0,4.0,24,24,1,1,1.0,1,1,4.0,4.0,14.5,False,False,True,0
1211649,2020-02-26,Hasan Ali,20,23,0,3.33,48,48,2,2,4.0,0,0,8.0,8.0,19.0,True,False,True,0
1211652,2020-02-28,Hasan Ali,12,23,0,2.0,68,68,3,3,2.0,0,1,11.33,11.33,29.16,True,True,True,0
1211656,2020-03-02,Hasan Ali,24,35,0,4.0,32,80,2,4,3.0,0,0,5.33,13.33,16.66,False,True,True,0
1211659,2020-03-05,Hasan Ali,18,16,0,3.0,36,104,2,5,3.0,0,0,6.0,17.33,19.5,False,True,True,0
1211661,2020-03-07,Hasan Ali,24,36,0,4.0,42,98,2,5,2.0,0,1,7.0,16.33,23.5,False,True,True,0
1211665,2020-03-10,Hasan Ali,25,38,0,4.17,42,98,2,5,3.0,0,0,7.0,16.33,21.5,False,True,True,0
1211668,2020-03-13,Hasan Ali,25,34,0,4.17,49,103,2,5,3.0,0,0,8.17,17.17,23.84,True,True,True,1
1247013,2021-02-21,Hasan Ali,24,17,0,4.0,0,0,0,0,345.0,0,0,0.0,0.0,0.0,False,False,False,0
1247016,2021-02-24,Hasan Ali,24,36,0,4.0,24,24,1,1,3.0,0,0,4.0,4.0,9.5,False,False,False,0
1247020,2021-02-27,Hasan Ali,25,14,0,4.17,48,48,2,2,3.0,0,0,8.0,8.0,19.0,True,False,True,0
1247022,2021-03-02,Hasan Ali,25,26,0,4.17,49,73,2,3,3.0,0,0,8.17,12.17,20.84,True,True,True,1
1247027,2021-06-09,Hasan Ali,25,27,0,4.17,0,0,0,0,99.0,0,0,0.0,0.0,0.0,False,False,False,0
1247028,2021-06-11,Hasan Ali,26,30,0,4.33,25,25,1,1,2.0,0,1,4.17,4.17,11.84,False,False,True,0
1247032,2021-06-14,Hasan Ali,26,31,0,4.33,51,51,2,2,3.0,0,0,8.5,8.5,20.0,True,False,True,0
1247036,2021-06-17,Hasan Ali,24,31,0,4.0,52,77,2,3,3.0,0,0,8.67,12.83,21.84,True,True,True,0
1247041,2021-06-21,Hasan Ali,24,25,0,4.0,50,101,2,4,4.0,0,0,8.33,16.83,22.66,True,True,True,0
1247043,2021-06-22,Hasan Ali,25,48,0,4.17,48,125,2,5,1.0,1,1,8.0,20.83,28.5,True,True,True,1
1293004,2022-01-30,Hasan Ali,25,38,0,4.17,0,0,0,0,222.0,0,0,0.0,0.0,0.0,False,False,False,0
1293007,2022-02-01,Hasan Ali,24,52,0,4.0,25,25,1,1,2.0,0,1,4.17,4.17,11.84,False,False,True,0
1293009,2022-02-03,Hasan Ali,25,50,0,4.17,49,49,2,2,2.0,0,1,8.17,8.17,21.34,True,False,True,0
1293011,2022-02-05,Hasan Ali,19,43,0,3.17,74,74,3,3,2.0,0,1,12.33,12.33,31.16,True,True,True,0
1293013,2022-02-06,Hasan Ali,24,26,0,4.0,93,93,4,4,1.0,1,1,15.5,15.5,42.0,True,True,True,0
1293017,2022-02-12,Hasan Ali,24,49,0,4.0,43,117,2,5,6.0,0,0,7.17,19.5,21.84,False,True,True,0
1293020,2022-02-14,Hasan Ali,24,48,0,4.0,24,116,1,5,2.0,0,1,4.0,19.33,17.5,False,True,True,0
1293031,2022-02-24,Hasan Ali,24,31,0,4.0,0,48,0,2,10.0,0,0,0.0,8.0,3.0,False,False,False,0
1293032,2022-02-25,Hasan Ali,19,34,0,3.17,24,72,1,3,1.0,1,1,4.0,12.0,17.5,False,True,True,0
1354935,2023-02-23,Hasan Ali,24,35,0,4.0,0,0,0,0,363.0,0,0,0.0,0.0,0.0,False,False,False,0
1354936,2023-02-24,Hasan Ali,25,39,0,4.17,24,24,1,1,1.0,1,1,4.0,4.0,14.5,False,False,True,0
1354939,2023-02-27,Hasan Ali,25,39,0,4.17,49,49,2,2,3.0,0,0,8.17,8.17,19.34,True,False,True,0
1354942,2023-03-03,Hasan Ali,25,40,0,4.17,50,74,2,3,4.0,0,0,8.33,12.33,21.16,True,True,True,0
1354944,2023-03-05,Hasan Ali,25,37,0,4.17,50,99,2,4,2.0,0,1,8.33,16.5,24.66,True,True,True,0
1354949,2023-03-09,Hasan Ali,29,34,0,4.83,50,124,2,5,4.0,0,0,8.33,20.67,24.16,True,True,True,0
1354952,2023-03-12,Hasan Ali,26,39,0,4.33,54,104,2,4,3.0,0,0,9.0,17.33,24.0,True,True,True,0
1354955,2023-03-16,Hasan Ali,25,41,0,4.17,55,105,2,4,4.0,0,0,9.17,17.5,24.34,True,True,True,1
1416474,2024-02-18,Hasan Ali,25,39,0,4.17,0,0,0,0,339.0,0,0,0.0,0.0,0.0,False,False,False,0
1416477,2024-02-21,Hasan Ali,23,30,0,3.83,25,25,1,1,3.0,0,0,4.17,4.17,9.84,False,False,False,0
1416481,2024-02-24,Hasan Ali,24,29,0,4.0,48,48,2,2,3.0,0,0,8.0,8.0,19.0,True,False,True,0
1416486,2024-02-28,Hasan Ali,21,42,0,3.5,47,72,2,3,4.0,0,0,7.83,12.0,20.16,False,True,True,0
1416487,2024-02-29,Hasan Ali,25,39,0,4.17,45,93,2,4,1.0,1,1,7.5,15.5,26.0,False,True,True,0
1416490,2024-03-03,Hasan Ali,24,34,0,4.0,46,118,2,5,3.0,0,0,7.67,19.67,22.84,False,True,True,0
1416493,2024-03-06,Hasan Ali,24,16,0,4.0,70,117,3,5,3.0,0,0,11.67,19.5,30.84,True,True,True,0
1416495,2024-03-07,Hasan Ali,22,31,0,3.67,73,118,3,5,1.0,1,1,12.17,19.67,36.84,True,True,True,0
1416497,2024-03-09,Hasan Ali,24,31,0,4.0,70,140,3,6,2.0,0,1,11.67,23.33,34.34,True,True,True,0
1416500,2024-03-11,Hasan Ali,18,28,0,3.0,70,140,3,6,2.0,0,1,11.67,23.33,34.34,True,True,True,1
1475240,2025-04-12,Hasan Ali,26,45,0,4.33,0,0,0,0,397.0,0,0,0.0,0.0,0.0,False,False,False,0
1475243,2025-04-15,Hasan Ali,25,28,0,4.17,26,26,1,1,3.0,0,0,4.33,4.33,10.16,False,False,True,0
1475245,2025-04-18,Hasan Ali,25,27,0,4.17,51,51,2,2,3.0,0,0,8.5,8.5,20.0,True,False,True,0
1475247,2025-04-20,Hasan Ali,24,28,0,4.0,50,76,2,3,2.0,0,1,8.33,12.67,23.16,True,True,True,0
1475248,2025-04-21,Hasan Ali,28,33,0,4.67,74,100,3,4,1.0,1,1,12.33,16.67,35.66,True,True,True,0
1475252,2025-04-25,Hasan Ali,22,33,0,3.67,77,128,3,5,4.0,0,0,12.83,21.33,33.16,True,True,True,1
1475261,2025-05-04,Hasan Ali,19,43,0,3.17,0,74,0,3,9.0,0,0,0.0,12.33,4.5,False,True,False,0
1475264,2025-05-17,Hasan Ali,24,35,0,4.0,0,19,0,1,13.0,0,0,0.0,3.17,1.5,False,False,False,0
1475267,2025-05-19,Hasan Ali,24,46,0,4.0,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
1475269,2025-05-22,Hasan Ali,24,38,0,4.0,48,48,2,2,3.0,0,0,8.0,8.0,19.0,True,False,True,1
1527553,2026-03-27,Hasan Ali,24,28,0,4.0,0,0,0,0,309.0,0,0,0.0,0.0,0.0,False,False,False,0
1527557,2026-03-29,Hasan Ali,26,26,0,4.33,24,24,1,1,2.0,0,1,4.0,4.0,11.5,False,False,True,0
1527561,2026-04-02,Hasan Ali,24,25,0,4.0,50,50,2,2,4.0,0,0,8.33,8.33,19.66,True,False,True,1
1527571,2026-04-11,Hasan Ali,24,44,0,4.0,0,50,0,2,9.0,0,0,0.0,8.33,3.0,False,False,False,0
1075987,2017-02-10,Hassan Khan,16,10,0,2.67,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1075990,2017-02-11,Hassan Khan,12,14,0,2.0,16,16,1,1,1.0,1,1,2.67,2.67,11.84,False,False,True,0
1075992,2017-02-15,Hassan Khan,24,24,0,4.0,28,28,2,2,4.0,0,0,4.67,4.67,12.34,False,False,True,0
1075994,2017-02-17,Hassan Khan,13,8,0,2.17,52,52,3,3,2.0,0,1,8.67,8.67,23.84,True,True,True,0
1075996,2017-02-18,Hassan Khan,24,28,0,4.0,49,65,3,4,1.0,1,1,8.17,10.83,27.34,True,True,True,0
1076000,2017-02-23,Hassan Khan,21,16,0,3.5,37,89,2,5,5.0,0,0,6.17,14.83,19.84,False,True,True,0
1076002,2017-02-24,Hassan Khan,25,35,0,4.17,58,110,3,6,1.0,1,1,9.67,18.33,33.34,True,True,True,0
1076004,2017-02-25,Hassan Khan,25,23,0,4.17,70,119,3,6,1.0,1,1,11.67,19.83,37.34,True,True,True,0
1076006,2017-02-28,Hassan Khan,18,40,0,3.0,71,132,3,6,3.0,0,0,11.83,22.0,32.66,True,True,True,0
1076009,2017-03-05,Hassan Khan,25,34,0,4.17,18,89,1,4,5.0,0,0,3.0,14.83,12.0,False,True,True,0
1128819,2018-02-23,Hassan Khan,18,17,0,3.0,0,0,0,0,355.0,0,0,0.0,0.0,0.0,False,False,False,0
1128822,2018-02-24,Hassan Khan,24,28,0,4.0,18,18,1,1,1.0,1,1,3.0,3.0,12.5,False,False,True,0
1128826,2018-02-28,Hassan Khan,12,12,0,2.0,42,42,2,2,4.0,0,0,7.0,7.0,17.0,False,False,True,0
1128827,2018-03-01,Hassan Khan,6,11,0,1.0,54,54,3,3,1.0,1,1,9.0,9.0,27.5,True,True,True,0
1128830,2018-03-03,Hassan Khan,18,25,0,3.0,42,60,3,4,2.0,0,1,7.0,10.0,22.0,False,True,True,0
1128834,2018-03-07,Hassan Khan,12,9,0,2.0,36,78,3,5,4.0,0,0,6.0,13.0,19.5,False,True,True,0
1128836,2018-03-08,Hassan Khan,24,19,0,4.0,36,90,3,6,1.0,1,1,6.0,15.0,26.0,False,True,True,0
1128840,2018-03-10,Hassan Khan,12,21,0,2.0,54,96,3,6,2.0,0,1,9.0,16.0,29.0,True,True,True,0
1128843,2018-03-14,Hassan Khan,6,3,0,1.0,48,84,3,6,4.0,0,0,8.0,14.0,25.0,True,True,True,0
1128845,2018-03-15,Hassan Khan,12,15,0,2.0,42,78,3,6,1.0,1,1,7.0,13.0,28.0,False,True,True,0
1128849,2018-03-20,Hassan Khan,24,27,0,4.0,18,66,2,5,5.0,0,0,3.0,11.0,13.5,False,True,True,0
1168826,2019-02-17,Hassan Khan,6,2,0,1.0,0,0,0,0,334.0,0,0,0.0,0.0,0.0,False,False,False,0
1168849,2019-03-11,Hassan Khan,12,27,0,2.0,0,0,0,0,22.0,0,0,0.0,0.0,0.0,False,False,False,0
1247033,2021-06-15,Hassan Khan,12,14,0,2.0,0,0,0,0,827.0,0,0,0.0,0.0,0.0,False,False,False,0
1247035,2021-06-16,Hassan Khan,6,16,0,1.0,12,12,1,1,1.0,1,1,2.0,2.0,10.5,False,False,True,0
1247039,2021-06-19,Hassan Khan,24,40,0,4.0,18,18,2,2,3.0,0,0,3.0,3.0,9.0,False,False,False,0
1293019,2022-02-13,Hassan Khan,16,26,0,2.67,0,0,0,0,239.0,0,0,0.0,0.0,0.0,False,False,False,0
1293027,2022-02-20,Hassan Khan,24,43,0,4.0,16,16,1,1,7.0,0,0,2.67,2.67,6.84,False,False,False,0
1527552,2026-03-26,Hassan Khan,24,30,0,4.0,0,0,0,0,1495.0,0,0,0.0,0.0,0.0,False,False,False,0
1527556,2026-03-29,Hassan Khan,26,40,0,4.33,24,24,1,1,3.0,0,0,4.0,4.0,9.5,False,False,False,0
1527559,2026-04-01,Hassan Khan,12,25,0,2.0,50,50,2,2,3.0,0,0,8.33,8.33,19.66,True,False,True,0
1527566,2026-04-08,Hassan Khan,18,25,0,3.0,12,62,1,3,7.0,0,0,2.0,10.33,8.5,False,True,False,0
1527571,2026-04-11,Hassan Khan,12,22,0,2.0,18,56,1,3,3.0,0,0,3.0,9.33,10.5,False,True,True,0
1527572,2026-04-12,Hassan Khan,12,12,0,2.0,30,68,2,4,1.0,1,1,5.0,11.33,21.0,False,True,True,0
1475263,2025-05-07,Hassan Nawaz,6,11,0,1.0,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1527553,2026-03-27,Hassan Nawaz,6,10,0,1.0,0,0,0,0,324.0,0,0,0.0,0.0,0.0,False,False,False,0
1527564,2026-04-05,Hassan Nawaz,12,17,0,2.0,0,6,0,1,9.0,0,0,0.0,1.0,1.5,False,False,False,0
1416479,2024-02-22,Hunain Shah,12,15,0,2.0,0,0,0,0,,0,0,0.0,0.0,0.0,False,False,False,0
1416484,2024-02-26,Hunain Shah,19,36,0,3.17,12,12,1,1,4.0,0,0,2.0,2.0,5.5,False,False,False,0
1416486,2024-02-28,Hunain Shah,21,30,0,3.5,31,31,2,2,2.0,0,1,5.17,5.17,15.34,False,False,True,0
1416491,2024-03-04,Hunain Shah,25,27,0,4.17,40,52,2,3,5.0,0,0,6.67,8.67,17.84,False,True,True,0
